n,m,final_balance,total_return,trade_count,yearly_details
18,32,"₩267,042,241",26604.22%,118,"2014: ₩438,167 (-56.18%); 2015: ₩425,487 (-2.89%); 2016: ₩602,513 (41.61%); 2017: ₩2,591,078 (330.04%); 2018: ₩9,898,383 (282.02%); 2019: ₩13,349,962 (34.87%); 2020: ₩22,244,386 (66.63%); 2021: ₩106,291,225 (377.83%); 2022: ₩77,837,390 (-26.77%); 2023: ₩109,923,244 (41.22%); 2024: ₩271,487,994 (146.98%); 2025: ₩267,042,241 (-1.64%)"
18,33,"₩224,865,259",22386.53%,112,"2014: ₩448,261 (-55.17%); 2015: ₩340,368 (-24.07%); 2016: ₩515,495 (51.45%); 2017: ₩2,163,129 (319.62%); 2018: ₩8,144,478 (276.51%); 2019: ₩10,970,359 (34.70%); 2020: ₩18,926,317 (72.52%); 2021: ₩90,423,556 (377.77%); 2022: ₩66,439,462 (-26.52%); 2023: ₩92,527,026 (39.27%); 2024: ₩228,608,844 (147.07%); 2025: ₩224,865,259 (-1.64%)"
18,34,"₩256,518,038",25551.80%,108,"2014: ₩459,850 (-54.02%); 2015: ₩356,836 (-22.40%); 2016: ₩540,435 (51.45%); 2017: ₩2,598,060 (380.73%); 2018: ₩8,873,585 (241.55%); 2019: ₩11,916,630 (34.29%); 2020: ₩20,262,870 (70.04%); 2021: ₩96,552,301 (376.50%); 2022: ₩76,724,234 (-20.54%); 2023: ₩102,486,024 (33.58%); 2024: ₩259,993,549 (153.69%); 2025: ₩256,518,038 (-1.34%)"
18,35,"₩321,954,063",32095.41%,104,"2014: ₩624,309 (-37.57%); 2015: ₩454,761 (-27.16%); 2016: ₩688,744 (51.45%); 2017: ₩3,085,954 (348.06%); 2018: ₩10,539,971 (241.55%); 2019: ₩13,431,180 (27.43%); 2020: ₩25,546,490 (90.20%); 2021: ₩122,376,591 (379.03%); 2022: ₩95,173,897 (-22.23%); 2023: ₩129,205,584 (35.76%); 2024: ₩325,431,402 (151.87%); 2025: ₩321,954,063 (-1.07%)"
18,36,"₩523,444,501",52244.45%,104,"2014: ₩605,048 (-39.50%); 2015: ₩518,410 (-14.32%); 2016: ₩767,458 (48.04%); 2017: ₩3,408,991 (344.19%); 2018: ₩11,399,109 (234.38%); 2019: ₩14,525,987 (27.43%); 2020: ₩26,789,206 (84.42%); 2021: ₩229,053,792 (755.02%); 2022: ₩168,855,966 (-26.28%); 2023: ₩229,234,429 (35.76%); 2024: ₩529,098,083 (130.81%); 2025: ₩523,444,501 (-1.07%)"
18,37,"₩693,747,831",69274.78%,100,"2014: ₩866,615 (-13.34%); 2015: ₩743,812 (-14.17%); 2016: ₩1,101,145 (48.04%); 2017: ₩4,891,203 (344.19%); 2018: ₩15,443,843 (215.75%); 2019: ₩20,341,094 (31.71%); 2020: ₩37,513,579 (84.42%); 2021: ₩306,244,104 (716.36%); 2022: ₩206,986,472 (-32.41%); 2023: ₩278,371,951 (34.49%); 2024: ₩701,240,813 (151.91%); 2025: ₩693,747,831 (-1.07%)"
18,38,"₩514,416,738",51341.67%,94,"2014: ₩869,542 (-13.05%); 2015: ₩724,964 (-16.63%); 2016: ₩1,073,242 (48.04%); 2017: ₩4,915,616 (358.02%); 2018: ₩13,737,568 (179.47%); 2019: ₩15,682,588 (14.16%); 2020: ₩28,215,039 (79.91%); 2021: ₩230,334,976 (716.36%); 2022: ₩176,570,682 (-23.34%); 2023: ₩210,386,414 (19.15%); 2024: ₩519,972,813 (147.15%); 2025: ₩514,416,738 (-1.07%)"
18,39,"₩456,995,043",45599.50%,92,"2014: ₩885,645 (-11.44%); 2015: ₩738,390 (-16.63%); 2016: ₩1,225,466 (65.96%); 2017: ₩5,307,013 (333.06%); 2018: ₩14,593,431 (174.98%); 2019: ₩16,239,566 (11.28%); 2020: ₩29,217,115 (79.91%); 2021: ₩221,377,638 (657.70%); 2022: ₩171,827,988 (-22.38%); 2023: ₩188,214,246 (9.54%); 2024: ₩461,930,922 (145.43%); 2025: ₩456,995,043 (-1.07%)"
18,40,"₩442,409,583",44140.96%,92,"2014: ₩881,253 (-11.87%); 2015: ₩828,114 (-6.03%); 2016: ₩1,326,296 (60.16%); 2017: ₩5,743,671 (333.06%); 2018: ₩15,553,511 (170.79%); 2019: ₩15,977,073 (2.72%); 2020: ₩28,989,328 (81.44%); 2021: ₩219,651,702 (657.70%); 2022: ₩164,652,257 (-25.04%); 2023: ₩182,207,198 (10.66%); 2024: ₩447,187,929 (145.43%); 2025: ₩442,409,583 (-1.07%)"
18,41,"₩294,870,003",29387.00%,88,"2014: ₩539,339 (-46.07%); 2015: ₩512,366 (-5.00%); 2016: ₩752,861 (46.94%); 2017: ₩2,274,558 (202.12%); 2018: ₩6,181,648 (171.77%); 2019: ₩6,319,716 (2.23%); 2020: ₩11,466,700 (81.44%); 2021: ₩84,863,383 (640.09%); 2022: ₩63,226,608 (-25.50%); 2023: ₩82,544,629 (30.55%); 2024: ₩298,054,813 (261.08%); 2025: ₩294,870,003 (-1.07%)"
18,42,"₩243,284,269",24228.43%,84,"2014: ₩563,030 (-43.70%); 2015: ₩513,210 (-8.85%); 2016: ₩691,181 (34.68%); 2017: ₩2,088,209 (202.12%); 2018: ₩5,729,251 (174.36%); 2019: ₩6,091,617 (6.32%); 2020: ₩10,657,846 (74.96%); 2021: ₩73,964,132 (593.99%); 2022: ₩55,106,231 (-25.50%); 2023: ₩67,386,632 (22.28%); 2024: ₩240,452,829 (256.83%); 2025: ₩243,284,269 (1.18%)"
18,43,"₩200,326,622",19932.66%,84,"2014: ₩563,030 (-43.70%); 2015: ₩518,342 (-7.94%); 2016: ₩624,914 (20.56%); 2017: ₩1,861,660 (197.91%); 2018: ₩5,066,048 (172.13%); 2019: ₩5,228,917 (3.21%); 2020: ₩9,148,473 (74.96%); 2021: ₩66,041,579 (621.89%); 2022: ₩46,691,682 (-29.30%); 2023: ₩56,855,253 (21.77%); 2024: ₩197,995,140 (248.24%); 2025: ₩200,326,622 (1.18%)"
18,44,"₩134,652,260",13365.23%,82,"2014: ₩563,030 (-43.70%); 2015: ₩511,404 (-9.17%); 2016: ₩706,685 (38.19%); 2017: ₩2,105,260 (197.91%); 2018: ₩6,387,620 (203.41%); 2019: ₩6,601,193 (3.34%); 2020: ₩11,459,013 (73.59%); 2021: ₩42,614,279 (271.88%); 2022: ₩31,372,032 (-26.38%); 2023: ₩38,200,912 (21.77%); 2024: ₩133,085,123 (248.38%); 2025: ₩134,652,260 (1.18%)"
18,45,"₩266,976,477",26597.65%,82,"2014: ₩554,279 (-44.57%); 2015: ₩504,289 (-9.02%); 2016: ₩1,167,684 (131.55%); 2017: ₩3,478,605 (197.91%); 2018: ₩10,575,048 (204.00%); 2019: ₩10,759,848 (1.75%); 2020: ₩18,678,023 (73.59%); 2021: ₩95,334,413 (410.41%); 2022: ₩62,201,664 (-34.75%); 2023: ₩75,741,357 (21.77%); 2024: ₩263,869,298 (248.38%); 2025: ₩266,976,477 (1.18%)"
18,46,"₩185,670,289",18467.03%,82,"2014: ₩554,279 (-44.57%); 2015: ₩507,261 (-8.48%); 2016: ₩1,182,335 (133.08%); 2017: ₩3,275,672 (177.05%); 2018: ₩8,174,475 (149.55%); 2019: ₩8,397,168 (2.72%); 2020: ₩15,059,958 (79.35%); 2021: ₩71,748,659 (376.42%); 2022: ₩45,059,395 (-37.20%); 2023: ₩54,867,660 (21.77%); 2024: ₩183,509,384 (234.46%); 2025: ₩185,670,289 (1.18%)"
18,47,"₩163,261,352",16226.14%,80,"2014: ₩554,279 (-44.57%); 2015: ₩497,163 (-10.30%); 2016: ₩1,042,589 (109.71%); 2017: ₩2,888,504 (177.05%); 2018: ₩7,105,662 (146.00%); 2019: ₩7,950,853 (11.89%); 2020: ₩13,667,074 (71.89%); 2021: ₩65,112,678 (376.42%); 2022: ₩40,961,888 (-37.09%); 2023: ₩49,230,461 (20.19%); 2024: ₩165,024,694 (235.21%); 2025: ₩163,261,352 (-1.07%)"
18,48,"₩212,988,459",21198.85%,80,"2014: ₩828,223 (-17.18%); 2015: ₩741,468 (-10.47%); 2016: ₩1,668,216 (124.99%); 2017: ₩4,621,810 (177.05%); 2018: ₩11,540,767 (149.70%); 2019: ₩11,761,535 (1.91%); 2020: ₩19,979,133 (69.87%); 2021: ₩90,724,013 (354.09%); 2022: ₩56,045,174 (-38.22%); 2023: ₩67,358,463 (20.19%); 2024: ₩212,988,459 (216.20%)"
18,49,"₩141,550,580",14055.06%,80,"2014: ₩828,223 (-17.18%); 2015: ₩714,516 (-13.73%); 2016: ₩1,607,576 (124.99%); 2017: ₩4,654,442 (189.53%); 2018: ₩10,819,259 (132.45%); 2019: ₩11,227,843 (3.78%); 2020: ₩14,025,211 (24.91%); 2021: ₩63,687,618 (354.09%); 2022: ₩38,727,843 (-39.19%); 2023: ₩46,545,452 (20.19%); 2024: ₩141,550,580 (204.11%)"
18,50,"₩137,846,742",13684.67%,80,"2014: ₩828,223 (-17.18%); 2015: ₩721,023 (-12.94%); 2016: ₩1,599,132 (121.79%); 2017: ₩4,552,576 (184.69%); 2018: ₩10,409,121 (128.64%); 2019: ₩11,256,400 (8.14%); 2020: ₩14,060,883 (24.91%); 2021: ₩63,849,606 (354.09%); 2022: ₩36,958,131 (-42.12%); 2023: ₩44,418,505 (20.19%); 2024: ₩137,846,742 (210.34%)"
18,51,"₩147,642,912",14664.29%,80,"2014: ₩828,223 (-17.18%); 2015: ₩714,195 (-13.77%); 2016: ₩1,585,297 (121.97%); 2017: ₩5,056,814 (218.98%); 2018: ₩11,562,023 (128.64%); 2019: ₩12,154,027 (5.12%); 2020: ₩15,182,149 (24.91%); 2021: ₩69,353,018 (356.81%); 2022: ₩38,575,032 (-44.38%); 2023: ₩46,361,794 (20.19%); 2024: ₩147,642,912 (218.46%)"
18,52,"₩208,770,270",20777.03%,80,"2014: ₩784,926 (-21.51%); 2015: ₩675,689 (-13.92%); 2016: ₩1,505,745 (122.85%); 2017: ₩4,803,056 (218.98%); 2018: ₩11,961,288 (149.03%); 2019: ₩12,833,091 (7.29%); 2020: ₩20,940,985 (63.18%); 2021: ₩95,659,745 (356.81%); 2022: ₩53,207,168 (-44.38%); 2023: ₩63,947,576 (20.19%); 2024: ₩127,009,723 (98.62%); 2025: ₩208,770,270 (64.37%)"
18,53,"₩169,325,307",16832.53%,82,"2014: ₩784,926 (-21.51%); 2015: ₩709,520 (-9.61%); 2016: ₩1,581,138 (122.85%); 2017: ₩5,130,962 (224.51%); 2018: ₩11,851,000 (130.97%); 2019: ₩12,609,170 (6.40%); 2020: ₩19,649,930 (55.84%); 2021: ₩89,280,161 (354.35%); 2022: ₩43,400,953 (-51.39%); 2023: ₩52,161,876 (20.19%); 2024: ₩103,012,562 (97.49%); 2025: ₩169,325,307 (64.37%)"
18,54,"₩238,067,117",23706.71%,74,"2014: ₩784,926 (-21.51%); 2015: ₩709,520 (-9.61%); 2016: ₩1,581,138 (122.85%); 2017: ₩5,074,422 (220.93%); 2018: ₩14,164,836 (179.14%); 2019: ₩15,959,833 (12.67%); 2020: ₩25,131,017 (57.46%); 2021: ₩114,183,679 (354.35%); 2022: ₩61,449,163 (-46.18%); 2023: ₩73,338,284 (19.35%); 2024: ₩144,833,067 (97.49%); 2025: ₩238,067,117 (64.37%)"
18,55,"₩271,256,418",27025.64%,70,"2014: ₩784,926 (-21.51%); 2015: ₩710,867 (-9.44%); 2016: ₩1,573,387 (121.33%); 2017: ₩5,155,623 (227.68%); 2018: ₩14,631,170 (183.79%); 2019: ₩16,485,261 (12.67%); 2020: ₩25,802,614 (56.52%); 2021: ₩117,235,102 (354.35%); 2022: ₩71,406,773 (-39.09%); 2023: ₩85,222,483 (19.35%); 2024: ₩165,024,467 (93.64%); 2025: ₩271,256,418 (64.37%)"
18,56,"₩247,550,159",24655.02%,70,"2014: ₩730,469 (-26.95%); 2015: ₩653,016 (-10.60%); 2016: ₩1,447,240 (121.62%); 2017: ₩4,716,885 (225.92%); 2018: ₩13,386,074 (183.79%); 2019: ₩15,211,529 (13.64%); 2020: ₩23,808,977 (56.52%); 2021: ₩105,945,244 (344.98%); 2022: ₩64,447,854 (-39.17%); 2023: ₩76,917,159 (19.35%); 2024: ₩150,958,531 (96.26%); 2025: ₩247,550,159 (63.99%)"
18,57,"₩134,150,928",13315.09%,68,"2014: ₩730,469 (-26.95%); 2015: ₩659,546 (-9.71%); 2016: ₩898,367 (36.21%); 2017: ₩2,922,231 (225.28%); 2018: ₩8,099,078 (177.15%); 2019: ₩9,097,542 (12.33%); 2020: ₩13,587,366 (49.35%); 2021: ₩60,461,094 (344.98%); 2022: ₩37,028,593 (-38.76%); 2023: ₩40,966,908 (10.64%); 2024: ₩81,806,560 (99.69%); 2025: ₩134,150,928 (63.99%)"
18,58,"₩144,933,776",14393.38%,66,"2014: ₩742,003 (-25.80%); 2015: ₩647,877 (-12.69%); 2016: ₩872,616 (34.69%); 2017: ₩2,851,418 (226.77%); 2018: ₩7,902,817 (177.15%); 2019: ₩8,665,754 (9.65%); 2020: ₩12,873,031 (48.55%); 2021: ₩57,282,446 (344.98%); 2022: ₩40,635,001 (-29.06%); 2023: ₩44,956,888 (10.64%); 2024: ₩88,382,047 (96.59%); 2025: ₩144,933,776 (63.99%)"
18,59,"₩126,436,507",12543.65%,66,"2014: ₩742,003 (-25.80%); 2015: ₩637,852 (-14.04%); 2016: ₩848,953 (33.10%); 2017: ₩2,624,463 (209.14%); 2018: ₩7,273,801 (177.15%); 2019: ₩7,949,780 (9.29%); 2020: ₩11,700,844 (47.18%); 2021: ₩52,066,442 (344.98%); 2022: ₩36,325,892 (-30.23%); 2023: ₩39,876,986 (9.78%); 2024: ₩77,102,230 (93.35%); 2025: ₩126,436,507 (63.99%)"
18,60,"₩135,291,588",13429.16%,64,"2014: ₩742,003 (-25.80%); 2015: ₩644,142 (-13.19%); 2016: ₩848,016 (31.65%); 2017: ₩2,621,566 (209.14%); 2018: ₩7,265,773 (177.15%); 2019: ₩8,294,143 (14.15%); 2020: ₩12,207,692 (47.18%); 2021: ₩54,321,815 (344.98%); 2022: ₩39,255,683 (-27.73%); 2023: ₩43,093,183 (9.78%); 2024: ₩82,502,146 (91.45%); 2025: ₩135,291,588 (63.99%)"
18,61,"₩75,328,946",7432.89%,64,"2014: ₩742,003 (-25.80%); 2015: ₩644,404 (-13.15%); 2016: ₩848,360 (31.65%); 2017: ₩2,555,167 (201.19%); 2018: ₩7,036,688 (175.39%); 2019: ₩8,032,633 (14.15%); 2020: ₩11,843,292 (47.44%); 2021: ₩51,216,162 (332.45%); 2022: ₩36,955,804 (-27.84%); 2023: ₩40,568,476 (9.78%); 2024: ₩75,328,946 (85.68%)"
18,62,"₩64,397,115",6339.71%,62,"2014: ₩742,003 (-25.80%); 2015: ₩644,404 (-13.15%); 2016: ₩848,360 (31.65%); 2017: ₩2,277,574 (168.47%); 2018: ₩6,243,794 (174.14%); 2019: ₩7,086,208 (13.49%); 2020: ₩10,447,885 (47.44%); 2021: ₩43,967,316 (320.83%); 2022: ₩31,725,288 (-27.84%); 2023: ₩34,826,643 (9.78%); 2024: ₩64,397,115 (84.91%)"
18,63,"₩59,931,665",5893.17%,62,"2014: ₩742,003 (-25.80%); 2015: ₩644,404 (-13.15%); 2016: ₩851,744 (32.18%); 2017: ₩2,343,789 (175.18%); 2018: ₩6,271,221 (167.57%); 2019: ₩6,814,303 (8.66%); 2020: ₩9,900,319 (45.29%); 2021: ₩38,214,177 (285.99%); 2022: ₩27,574,023 (-27.84%); 2023: ₩30,269,565 (9.78%); 2024: ₩59,931,665 (97.99%)"
18,64,"₩36,750,764",3575.08%,60,"2014: ₩742,003 (-25.80%); 2015: ₩655,707 (-11.63%); 2016: ₩860,944 (31.30%); 2017: ₩2,369,107 (175.18%); 2018: ₩6,100,788 (157.51%); 2019: ₩6,629,111 (8.66%); 2020: ₩9,631,257 (45.29%); 2021: ₩36,313,062 (277.03%); 2022: ₩26,222,937 (-27.79%); 2023: ₩28,266,130 (7.79%); 2024: ₩36,750,764 (30.02%)"
18,65,"₩34,399,212",3339.92%,60,"2014: ₩742,003 (-25.80%); 2015: ₩655,707 (-11.63%); 2016: ₩856,876 (30.68%); 2017: ₩2,249,512 (162.52%); 2018: ₩5,652,411 (151.27%); 2019: ₩6,080,480 (7.57%); 2020: ₩8,834,167 (45.29%); 2021: ₩33,619,245 (280.56%); 2022: ₩24,409,670 (-27.39%); 2023: ₩26,311,580 (7.79%); 2024: ₩34,399,212 (30.74%)"
18,66,"₩34,692,625",3369.26%,60,"2014: ₩742,003 (-25.80%); 2015: ₩654,467 (-11.80%); 2016: ₩851,834 (30.16%); 2017: ₩2,344,466 (175.23%); 2018: ₩5,776,349 (146.38%); 2019: ₩6,254,325 (8.27%); 2020: ₩9,012,183 (44.10%); 2021: ₩33,906,005 (276.22%); 2022: ₩24,617,876 (-27.39%); 2023: ₩26,536,008 (7.79%); 2024: ₩34,692,625 (30.74%)"
18,67,"₩26,065,035",2506.50%,60,"2014: ₩742,003 (-25.80%); 2015: ₩662,699 (-10.69%); 2016: ₩869,006 (31.13%); 2017: ₩2,391,728 (175.23%); 2018: ₩5,695,588 (138.14%); 2019: ₩6,023,537 (5.76%); 2020: ₩8,154,730 (35.38%); 2021: ₩26,708,180 (227.52%); 2022: ₩19,391,805 (-27.39%); 2023: ₩19,810,755 (2.16%); 2024: ₩26,065,035 (31.57%)"
18,68,"₩30,692,678",2969.27%,56,"2014: ₩749,692 (-25.03%); 2015: ₩669,616 (-10.68%); 2016: ₩889,184 (32.79%); 2017: ₩1,848,801 (107.92%); 2018: ₩7,316,066 (295.72%); 2019: ₩7,737,321 (5.76%); 2020: ₩9,466,229 (22.35%); 2021: ₩31,003,571 (227.52%); 2022: ₩22,914,554 (-26.09%); 2023: ₩23,409,611 (2.16%); 2024: ₩30,692,678 (31.11%)"
18,69,"₩29,876,829",2887.68%,56,"2014: ₩749,692 (-25.03%); 2015: ₩654,097 (-12.75%); 2016: ₩868,576 (32.79%); 2017: ₩1,805,953 (107.92%); 2018: ₩7,268,318 (302.46%); 2019: ₩9,868,462 (35.77%); 2020: ₩8,998,203 (-8.82%); 2021: ₩28,747,768 (219.48%); 2022: ₩21,940,212 (-23.68%); 2023: ₩22,414,219 (2.16%); 2024: ₩29,876,829 (33.29%)"
18,70,"₩30,938,281",2993.83%,54,"2014: ₩749,692 (-25.03%); 2015: ₩656,579 (-12.42%); 2016: ₩871,873 (32.79%); 2017: ₩1,812,806 (107.92%); 2018: ₩7,295,902 (302.46%); 2019: ₩10,261,142 (40.64%); 2020: ₩9,286,940 (-9.49%); 2021: ₩30,168,110 (224.84%); 2022: ₩23,178,834 (-23.17%); 2023: ₩23,679,601 (2.16%); 2024: ₩30,938,281 (30.65%)"
18,71,"₩20,935,225",1993.52%,54,"2014: ₩753,537 (-24.65%); 2015: ₩657,403 (-12.76%); 2016: ₩872,967 (32.79%); 2017: ₩1,815,081 (107.92%); 2018: ₩5,517,655 (203.99%); 2019: ₩7,760,170 (40.64%); 2020: ₩7,023,412 (-9.49%); 2021: ₩22,781,135 (224.36%); 2022: ₩17,503,256 (-23.17%); 2023: ₩16,180,431 (-7.56%); 2024: ₩20,935,225 (29.39%)"
18,72,"₩28,977,672",2797.77%,56,"2014: ₩753,537 (-24.65%); 2015: ₩640,928 (-14.94%); 2016: ₩851,914 (32.92%); 2017: ₩2,361,984 (177.26%); 2018: ₩7,408,347 (213.65%); 2019: ₩10,419,288 (40.64%); 2020: ₩9,338,422 (-10.37%); 2021: ₩30,290,098 (224.36%); 2022: ₩23,643,489 (-21.94%); 2023: ₩21,856,610 (-7.56%); 2024: ₩28,977,672 (32.58%)"
18,73,"₩19,962,776",1896.28%,52,"2014: ₩753,537 (-24.65%); 2015: ₩665,529 (-11.68%); 2016: ₩892,655 (34.13%); 2017: ₩2,474,943 (177.26%); 2018: ₩7,762,642 (213.65%); 2019: ₩10,917,577 (40.64%); 2020: ₩9,736,252 (-10.82%); 2021: ₩31,580,499 (224.36%); 2022: ₩24,650,735 (-21.94%); 2023: ₩22,787,733 (-7.56%); 2024: ₩19,962,776 (-12.40%)"
18,74,"₩19,607,348",1860.73%,52,"2014: ₩730,469 (-26.95%); 2015: ₩655,081 (-10.32%); 2016: ₩870,726 (32.92%); 2017: ₩2,433,429 (179.47%); 2018: ₩7,632,434 (213.65%); 2019: ₩10,734,450 (40.64%); 2020: ₩9,572,940 (-10.82%); 2021: ₩30,537,743 (219.00%); 2022: ₩23,836,792 (-21.94%); 2023: ₩22,035,305 (-7.56%); 2024: ₩19,607,348 (-11.02%)"
18,75,"₩19,803,902",1880.39%,52,"2014: ₩730,469 (-26.95%); 2015: ₩661,181 (-9.49%); 2016: ₩878,833 (32.92%); 2017: ₩2,457,823 (179.67%); 2018: ₩7,708,946 (213.65%); 2019: ₩10,842,058 (40.64%); 2020: ₩9,668,904 (-10.82%); 2021: ₩30,843,869 (219.00%); 2022: ₩24,075,745 (-21.94%); 2023: ₩22,256,198 (-7.56%); 2024: ₩19,803,902 (-11.02%)"
18,76,"₩22,008,685",2100.87%,52,"2014: ₩730,469 (-26.95%); 2015: ₩661,181 (-9.49%); 2016: ₩878,833 (32.92%); 2017: ₩2,353,849 (167.84%); 2018: ₩7,382,831 (213.65%); 2019: ₩10,383,401 (40.64%); 2020: ₩9,259,876 (-10.82%); 2021: ₩35,019,132 (278.18%); 2022: ₩26,983,633 (-22.95%); 2023: ₩24,944,320 (-7.56%); 2024: ₩22,008,685 (-11.77%)"
18,77,"₩28,435,393",2743.54%,54,"2014: ₩670,680 (-32.93%); 2015: ₩607,063 (-9.49%); 2016: ₩806,900 (32.92%); 2017: ₩2,161,185 (167.84%); 2018: ₩6,778,542 (213.65%); 2019: ₩9,533,514 (40.64%); 2020: ₩8,465,623 (-11.20%); 2021: ₩44,984,268 (431.38%); 2022: ₩34,662,166 (-22.95%); 2023: ₩32,042,541 (-7.56%); 2024: ₩28,435,393 (-11.26%)"
18,78,"₩29,094,634",2809.46%,54,"2014: ₩670,680 (-32.93%); 2015: ₩584,579 (-12.84%); 2016: ₩777,015 (32.92%); 2017: ₩2,081,141 (167.84%); 2018: ₩6,527,485 (213.65%); 2019: ₩9,180,421 (40.64%); 2020: ₩8,131,818 (-11.42%); 2021: ₩44,081,796 (442.09%); 2022: ₩33,966,776 (-22.95%); 2023: ₩32,785,410 (-3.48%); 2024: ₩29,094,634 (-11.26%)"
18,79,"₩30,859,528",2985.95%,54,"2014: ₩670,680 (-32.93%); 2015: ₩588,893 (-12.19%); 2016: ₩782,750 (32.92%); 2017: ₩2,085,357 (166.41%); 2018: ₩6,923,445 (232.00%); 2019: ₩9,737,309 (40.64%); 2020: ₩8,625,098 (-11.42%); 2021: ₩46,755,819 (442.09%); 2022: ₩36,027,217 (-22.95%); 2023: ₩34,774,188 (-3.48%); 2024: ₩30,859,528 (-11.26%)"
19,20,"₩57,763,420",5676.34%,210,"2014: ₩657,805 (-34.22%); 2015: ₩984,066 (49.60%); 2016: ₩1,022,707 (3.93%); 2017: ₩11,186,518 (993.81%); 2018: ₩10,239,547 (-8.47%); 2019: ₩7,003,164 (-31.61%); 2020: ₩14,019,051 (100.18%); 2021: ₩32,528,642 (132.03%); 2022: ₩16,627,620 (-48.88%); 2023: ₩29,707,753 (78.67%); 2024: ₩58,923,813 (98.34%); 2025: ₩57,763,420 (-1.97%)"
19,21,"₩51,955,236",5095.52%,194,"2014: ₩612,487 (-38.75%); 2015: ₩887,989 (44.98%); 2016: ₩731,870 (-17.58%); 2017: ₩11,887,617 (1524.28%); 2018: ₩9,304,153 (-21.73%); 2019: ₩6,347,755 (-31.78%); 2020: ₩14,604,504 (130.07%); 2021: ₩32,241,041 (120.76%); 2022: ₩17,863,652 (-44.59%); 2023: ₩25,946,458 (45.25%); 2024: ₩51,551,980 (98.69%); 2025: ₩51,955,236 (0.78%)"
19,22,"₩35,818,822",3481.88%,172,"2014: ₩582,964 (-41.70%); 2015: ₩827,172 (41.89%); 2016: ₩857,921 (3.72%); 2017: ₩13,057,839 (1422.03%); 2018: ₩9,889,079 (-24.27%); 2019: ₩7,043,909 (-28.77%); 2020: ₩15,527,647 (120.44%); 2021: ₩33,866,603 (118.11%); 2022: ₩13,603,597 (-59.83%); 2023: ₩18,756,904 (37.88%); 2024: ₩35,540,810 (89.48%); 2025: ₩35,818,822 (0.78%)"
19,23,"₩57,543,996",5654.40%,166,"2014: ₩759,754 (-24.02%); 2015: ₩960,883 (26.47%); 2016: ₩1,067,167 (11.06%); 2017: ₩17,602,926 (1549.50%); 2018: ₩12,681,533 (-27.96%); 2019: ₩10,203,188 (-19.54%); 2020: ₩25,741,538 (152.29%); 2021: ₩56,156,151 (118.15%); 2022: ₩27,610,178 (-50.83%); 2023: ₩37,131,019 (34.48%); 2024: ₩57,097,362 (53.77%); 2025: ₩57,543,996 (0.78%)"
19,24,"₩41,880,555",4088.06%,148,"2014: ₩529,114 (-47.09%); 2015: ₩652,646 (23.35%); 2016: ₩742,191 (13.72%); 2017: ₩8,101,470 (991.56%); 2018: ₩5,608,251 (-30.77%); 2019: ₩7,040,846 (25.54%); 2020: ₩17,978,212 (155.34%); 2021: ₩44,086,322 (145.22%); 2022: ₩17,097,921 (-61.22%); 2023: ₩23,231,468 (35.87%); 2024: ₩41,555,495 (78.88%); 2025: ₩41,880,555 (0.78%)"
19,25,"₩38,800,272",3780.03%,150,"2014: ₩518,503 (-48.15%); 2015: ₩633,311 (22.14%); 2016: ₩655,872 (3.56%); 2017: ₩6,979,985 (964.23%); 2018: ₩5,562,192 (-20.31%); 2019: ₩7,004,223 (25.93%); 2020: ₩17,122,359 (144.46%); 2021: ₩36,549,100 (113.46%); 2022: ₩14,110,479 (-61.39%); 2023: ₩19,019,661 (34.79%); 2024: ₩38,499,119 (102.42%); 2025: ₩38,800,272 (0.78%)"
19,26,"₩46,309,987",4531.00%,146,"2014: ₩498,089 (-50.19%); 2015: ₩597,313 (19.92%); 2016: ₩683,215 (14.38%); 2017: ₩6,654,861 (874.05%); 2018: ₩5,150,203 (-22.61%); 2019: ₩6,291,547 (22.16%); 2020: ₩15,411,367 (144.95%); 2021: ₩43,645,687 (183.20%); 2022: ₩17,026,817 (-60.99%); 2023: ₩22,747,616 (33.60%); 2024: ₩45,950,547 (102.00%); 2025: ₩46,309,987 (0.78%)"
19,27,"₩58,658,726",5765.87%,136,"2014: ₩483,865 (-51.61%); 2015: ₩580,532 (19.98%); 2016: ₩669,365 (15.30%); 2017: ₩6,914,179 (932.95%); 2018: ₩6,044,860 (-12.57%); 2019: ₩6,776,911 (12.11%); 2020: ₩16,600,285 (144.95%); 2021: ₩54,260,979 (226.87%); 2022: ₩22,175,608 (-59.13%); 2023: ₩29,302,965 (32.14%); 2024: ₩57,875,490 (97.51%); 2025: ₩58,658,726 (1.35%)"
19,28,"₩16,413,439",1541.34%,136,"2014: ₩483,865 (-51.61%); 2015: ₩585,819 (21.07%); 2016: ₩604,146 (3.13%); 2017: ₩5,067,695 (738.82%); 2018: ₩4,259,555 (-15.95%); 2019: ₩4,374,647 (2.70%); 2020: ₩10,534,702 (140.81%); 2021: ₩20,331,874 (93.00%); 2022: ₩9,422,738 (-53.66%); 2023: ₩12,486,378 (32.51%); 2024: ₩16,686,692 (33.64%); 2025: ₩16,413,439 (-1.64%)"
