n,m,final_balance,total_return,trade_count,yearly_details
18,44,"₩16,159,608",1515.96%,550,"2014: ₩661,840 (-33.82%); 2015: ₩891,894 (34.76%); 2016: ₩1,181,775 (32.50%); 2017: ₩13,923,290 (1078.17%); 2018: ₩6,420,775 (-53.88%); 2019: ₩8,588,667 (33.76%); 2020: ₩13,596,728 (58.31%); 2021: ₩26,885,127 (97.73%); 2022: ₩10,227,784 (-61.96%); 2023: ₩14,666,414 (43.40%); 2024: ₩18,275,787 (24.61%); 2025: ₩16,159,608 (-11.58%)"
18,45,"₩16,899,551",1589.96%,534,"2014: ₩622,392 (-37.76%); 2015: ₩688,743 (10.66%); 2016: ₩893,451 (29.72%); 2017: ₩10,304,790 (1053.37%); 2018: ₩4,525,273 (-56.09%); 2019: ₩6,255,259 (38.23%); 2020: ₩13,073,279 (109.00%); 2021: ₩27,151,209 (107.68%); 2022: ₩10,592,303 (-60.99%); 2023: ₩15,023,442 (41.83%); 2024: ₩18,978,436 (26.33%); 2025: ₩16,899,551 (-10.95%)"
18,46,"₩20,042,772",1904.28%,524,"2014: ₩861,425 (-13.86%); 2015: ₩906,430 (5.22%); 2016: ₩1,111,548 (22.63%); 2017: ₩10,577,294 (851.58%); 2018: ₩4,523,079 (-57.24%); 2019: ₩7,553,920 (67.01%); 2020: ₩14,795,803 (95.87%); 2021: ₩32,524,568 (119.82%); 2022: ₩13,261,559 (-59.23%); 2023: ₩18,646,340 (40.60%); 2024: ₩22,927,129 (22.96%); 2025: ₩20,042,772 (-12.58%)"
18,47,"₩21,309,775",2030.98%,504,"2014: ₩814,056 (-18.59%); 2015: ₩765,781 (-5.93%); 2016: ₩962,324 (25.67%); 2017: ₩8,491,279 (782.37%); 2018: ₩3,841,682 (-54.76%); 2019: ₩6,483,393 (68.76%); 2020: ₩13,752,836 (112.12%); 2021: ₩29,304,269 (113.08%); 2022: ₩13,038,249 (-55.51%); 2023: ₩19,898,245 (52.61%); 2024: ₩24,488,420 (23.07%); 2025: ₩21,309,775 (-12.98%)"
18,48,"₩17,593,605",1659.36%,496,"2014: ₩917,163 (-8.28%); 2015: ₩640,455 (-30.17%); 2016: ₩805,886 (25.83%); 2017: ₩8,814,293 (993.74%); 2018: ₩3,581,228 (-59.37%); 2019: ₩6,358,402 (77.55%); 2020: ₩13,173,288 (107.18%); 2021: ₩27,236,097 (106.75%); 2022: ₩11,292,442 (-58.54%); 2023: ₩17,047,047 (50.96%); 2024: ₩20,290,524 (19.03%); 2025: ₩17,593,605 (-13.29%)"
18,49,"₩47,302,638",4630.26%,486,"2014: ₩1,000,728 (0.07%); 2015: ₩1,045,823 (4.51%); 2016: ₩1,268,637 (21.31%); 2017: ₩13,659,181 (976.68%); 2018: ₩9,316,127 (-31.80%); 2019: ₩16,641,278 (78.63%); 2020: ₩33,116,900 (99.00%); 2021: ₩67,227,610 (103.00%); 2022: ₩29,123,928 (-56.68%); 2023: ₩44,650,597 (53.31%); 2024: ₩54,458,702 (21.97%); 2025: ₩47,302,638 (-13.14%)"
18,50,"₩32,795,998",3179.60%,480,"2014: ₩975,641 (-2.44%); 2015: ₩833,357 (-14.58%); 2016: ₩1,012,197 (21.46%); 2017: ₩10,565,009 (943.77%); 2018: ₩6,996,488 (-33.78%); 2019: ₩11,542,198 (64.97%); 2020: ₩23,967,081 (107.65%); 2021: ₩45,073,132 (88.06%); 2022: ₩19,425,516 (-56.90%); 2023: ₩29,558,881 (52.17%); 2024: ₩37,780,284 (27.81%); 2025: ₩32,795,998 (-13.19%)"
18,51,"₩31,290,767",3029.08%,470,"2014: ₩962,347 (-3.77%); 2015: ₩912,255 (-5.21%); 2016: ₩1,060,598 (16.26%); 2017: ₩11,306,252 (966.03%); 2018: ₩7,244,710 (-35.92%); 2019: ₩11,636,863 (60.63%); 2020: ₩24,493,848 (110.48%); 2021: ₩44,474,516 (81.57%); 2022: ₩17,076,098 (-61.60%); 2023: ₩26,071,781 (52.68%); 2024: ₩35,415,117 (35.84%); 2025: ₩31,290,767 (-11.65%)"
18,52,"₩53,910,039",5291.00%,458,"2014: ₩989,311 (-1.07%); 2015: ₩923,488 (-6.65%); 2016: ₩1,059,265 (14.70%); 2017: ₩11,287,193 (965.57%); 2018: ₩7,654,637 (-32.18%); 2019: ₩13,417,897 (75.29%); 2020: ₩27,467,180 (104.71%); 2021: ₩49,485,096 (80.16%); 2022: ₩28,323,679 (-42.76%); 2023: ₩43,546,965 (53.75%); 2024: ₩61,015,773 (40.11%); 2025: ₩53,910,039 (-11.65%)"
18,53,"₩51,250,557",5025.06%,458,"2014: ₩1,040,232 (4.02%); 2015: ₩975,523 (-6.22%); 2016: ₩1,141,919 (17.06%); 2017: ₩11,192,307 (880.13%); 2018: ₩7,400,861 (-33.88%); 2019: ₩12,586,809 (70.07%); 2020: ₩26,473,973 (110.33%); 2021: ₩48,476,773 (83.11%); 2022: ₩26,669,440 (-44.99%); 2023: ₩40,607,777 (52.26%); 2024: ₩58,005,752 (42.84%); 2025: ₩51,250,557 (-11.65%)"
18,54,"₩52,914,077",5191.41%,450,"2014: ₩957,554 (-4.24%); 2015: ₩1,286,540 (34.36%); 2016: ₩1,498,251 (16.46%); 2017: ₩14,944,095 (897.44%); 2018: ₩9,840,486 (-34.15%); 2019: ₩14,264,459 (44.96%); 2020: ₩30,981,880 (117.20%); 2021: ₩49,882,078 (61.00%); 2022: ₩27,833,116 (-44.20%); 2023: ₩40,069,515 (43.96%); 2024: ₩58,079,393 (44.95%); 2025: ₩52,914,077 (-8.89%)"
18,55,"₩51,445,570",5044.56%,444,"2014: ₩1,011,877 (1.19%); 2015: ₩1,289,096 (27.40%); 2016: ₩1,488,626 (15.48%); 2017: ₩15,302,031 (927.93%); 2018: ₩10,316,180 (-32.58%); 2019: ₩15,180,345 (47.15%); 2020: ₩30,080,316 (98.15%); 2021: ₩48,211,872 (60.28%); 2022: ₩26,231,881 (-45.59%); 2023: ₩39,076,702 (48.97%); 2024: ₩56,467,535 (44.50%); 2025: ₩51,445,570 (-8.89%)"
18,56,"₩33,738,693",3273.87%,442,"2014: ₩907,794 (-9.22%); 2015: ₩1,413,230 (55.68%); 2016: ₩1,614,957 (14.27%); 2017: ₩14,379,070 (790.37%); 2018: ₩9,245,788 (-35.70%); 2019: ₩13,880,195 (50.12%); 2020: ₩26,643,611 (91.95%); 2021: ₩41,642,871 (56.30%); 2022: ₩17,973,292 (-56.84%); 2023: ₩26,182,479 (45.67%); 2024: ₩37,120,891 (41.78%); 2025: ₩33,738,693 (-9.11%)"
18,57,"₩25,685,715",2468.57%,440,"2014: ₩861,587 (-13.84%); 2015: ₩1,391,495 (61.50%); 2016: ₩1,603,646 (15.25%); 2017: ₩14,425,061 (799.52%); 2018: ₩9,898,376 (-31.38%); 2019: ₩15,043,970 (51.98%); 2020: ₩25,216,137 (67.62%); 2021: ₩37,617,264 (49.18%); 2022: ₩15,969,642 (-57.55%); 2023: ₩23,432,780 (46.73%); 2024: ₩28,260,628 (20.60%); 2025: ₩25,685,715 (-9.11%)"
18,58,"₩39,291,560",3829.16%,430,"2014: ₩928,842 (-7.12%); 2015: ₩2,302,260 (147.86%); 2016: ₩2,679,917 (16.40%); 2017: ₩25,146,937 (838.35%); 2018: ₩16,955,003 (-32.58%); 2019: ₩25,991,815 (53.30%); 2020: ₩43,536,248 (67.50%); 2021: ₩63,594,662 (46.07%); 2022: ₩25,046,635 (-60.62%); 2023: ₩37,264,217 (48.78%); 2024: ₩43,232,902 (16.02%); 2025: ₩39,291,560 (-9.12%)"
18,59,"₩89,274,101",8827.41%,422,"2014: ₩969,266 (-3.07%); 2015: ₩2,340,742 (141.50%); 2016: ₩2,639,787 (12.78%); 2017: ₩23,643,589 (795.66%); 2018: ₩21,934,283 (-7.23%); 2019: ₩32,536,837 (48.34%); 2020: ₩55,016,034 (69.09%); 2021: ₩134,282,602 (144.08%); 2022: ₩55,078,099 (-58.98%); 2023: ₩83,161,692 (50.99%); 2024: ₩98,229,199 (18.12%); 2025: ₩89,274,101 (-9.12%)"
18,60,"₩101,552,190",10055.22%,416,"2014: ₩968,832 (-3.12%); 2015: ₩2,376,682 (145.31%); 2016: ₩2,642,732 (11.19%); 2017: ₩31,924,233 (1108.00%); 2018: ₩30,014,031 (-5.98%); 2019: ₩33,858,345 (12.81%); 2020: ₩56,261,745 (66.17%); 2021: ₩149,824,569 (166.30%); 2022: ₩63,268,385 (-57.77%); 2023: ₩95,014,853 (50.18%); 2024: ₩111,732,480 (17.59%); 2025: ₩101,552,190 (-9.11%)"
18,61,"₩103,264,713",10226.47%,414,"2014: ₩961,860 (-3.81%); 2015: ₩2,257,075 (134.66%); 2016: ₩2,461,421 (9.05%); 2017: ₩27,856,597 (1031.73%); 2018: ₩26,425,672 (-5.14%); 2019: ₩31,044,479 (17.48%); 2020: ₩50,977,328 (64.21%); 2021: ₩138,050,432 (170.81%); 2022: ₩58,065,600 (-57.94%); 2023: ₩88,289,282 (52.05%); 2024: ₩113,616,678 (28.69%); 2025: ₩103,264,713 (-9.11%)"
18,62,"₩75,749,400",7474.94%,412,"2014: ₩939,541 (-6.05%); 2015: ₩1,508,225 (60.53%); 2016: ₩1,697,808 (12.57%); 2017: ₩23,525,775 (1285.66%); 2018: ₩20,334,271 (-13.57%); 2019: ₩21,527,759 (5.87%); 2020: ₩35,836,075 (66.46%); 2021: ₩99,672,523 (178.13%); 2022: ₩40,548,283 (-59.32%); 2023: ₩62,271,381 (53.57%); 2024: ₩82,994,703 (33.28%); 2025: ₩75,749,400 (-8.73%)"
18,63,"₩44,498,759",4349.88%,404,"2014: ₩936,474 (-6.35%); 2015: ₩1,436,880 (53.44%); 2016: ₩1,645,960 (14.55%); 2017: ₩21,721,666 (1219.70%); 2018: ₩14,423,114 (-33.60%); 2019: ₩16,628,070 (15.29%); 2020: ₩28,118,646 (69.10%); 2021: ₩48,852,934 (73.74%); 2022: ₩19,378,669 (-60.33%); 2023: ₩30,126,283 (55.46%); 2024: ₩48,754,991 (61.84%); 2025: ₩44,498,759 (-8.73%)"
18,64,"₩40,102,749",3910.27%,388,"2014: ₩953,690 (-4.63%); 2015: ₩1,457,121 (52.79%); 2016: ₩1,726,703 (18.50%); 2017: ₩22,825,344 (1221.90%); 2018: ₩13,355,506 (-41.49%); 2019: ₩15,316,351 (14.68%); 2020: ₩24,882,477 (62.46%); 2021: ₩40,988,221 (64.73%); 2022: ₩17,278,220 (-57.85%); 2023: ₩27,144,073 (57.10%); 2024: ₩43,938,510 (61.87%); 2025: ₩40,102,749 (-8.73%)"
18,65,"₩50,786,319",4978.63%,384,"2014: ₩872,377 (-12.76%); 2015: ₩1,342,526 (53.89%); 2016: ₩1,627,972 (21.26%); 2017: ₩22,773,734 (1298.90%); 2018: ₩13,741,307 (-39.66%); 2019: ₩18,194,525 (32.41%); 2020: ₩29,339,961 (61.26%); 2021: ₩53,558,343 (82.54%); 2022: ₩22,752,311 (-57.52%); 2023: ₩34,888,907 (53.34%); 2024: ₩55,647,145 (59.50%); 2025: ₩50,786,319 (-8.74%)"
18,66,"₩44,755,845",4375.58%,380,"2014: ₩824,056 (-17.59%); 2015: ₩1,163,312 (41.17%); 2016: ₩1,328,509 (14.20%); 2017: ₩17,844,301 (1243.18%); 2018: ₩10,746,374 (-39.78%); 2019: ₩14,572,895 (35.61%); 2020: ₩23,614,036 (62.04%); 2021: ₩41,884,183 (77.37%); 2022: ₩17,774,271 (-57.56%); 2023: ₩28,763,112 (61.82%); 2024: ₩49,039,485 (70.49%); 2025: ₩44,755,845 (-8.74%)"
18,67,"₩44,458,211",4345.82%,374,"2014: ₩926,346 (-7.37%); 2015: ₩1,314,930 (41.95%); 2016: ₩1,482,304 (12.73%); 2017: ₩20,350,498 (1272.90%); 2018: ₩11,670,827 (-42.65%); 2019: ₩15,303,933 (31.13%); 2020: ₩24,274,583 (58.62%); 2021: ₩42,350,493 (74.46%); 2022: ₩17,905,308 (-57.72%); 2023: ₩30,015,186 (67.63%); 2024: ₩48,637,633 (62.04%); 2025: ₩44,458,211 (-8.59%)"
18,68,"₩42,681,072",4168.11%,372,"2014: ₩958,777 (-4.12%); 2015: ₩1,322,325 (37.92%); 2016: ₩1,505,528 (13.85%); 2017: ₩19,707,058 (1208.98%); 2018: ₩11,140,783 (-43.47%); 2019: ₩15,248,134 (36.87%); 2020: ₩24,080,600 (57.92%); 2021: ₩41,243,721 (71.27%); 2022: ₩17,395,245 (-57.82%); 2023: ₩29,132,970 (67.48%); 2024: ₩46,693,429 (60.28%); 2025: ₩42,681,072 (-8.59%)"
18,69,"₩45,486,154",4448.62%,368,"2014: ₩959,045 (-4.10%); 2015: ₩1,322,695 (37.92%); 2016: ₩1,599,149 (20.90%); 2017: ₩21,531,329 (1246.42%); 2018: ₩12,235,814 (-43.17%); 2019: ₩18,562,682 (51.71%); 2020: ₩27,147,116 (46.25%); 2021: ₩46,495,855 (71.27%); 2022: ₩19,061,083 (-59.00%); 2023: ₩32,128,426 (68.56%); 2024: ₩49,762,212 (54.89%); 2025: ₩45,486,154 (-8.59%)"
18,70,"₩58,400,067",5740.01%,360,"2014: ₩1,162,845 (16.28%); 2015: ₩1,394,384 (19.91%); 2016: ₩1,625,656 (16.59%); 2017: ₩24,542,373 (1409.69%); 2018: ₩12,553,600 (-48.85%); 2019: ₩19,052,945 (51.77%); 2020: ₩28,375,107 (48.93%); 2021: ₩52,145,951 (83.77%); 2022: ₩24,427,274 (-53.16%); 2023: ₩41,256,333 (68.89%); 2024: ₩63,890,135 (54.86%); 2025: ₩58,400,067 (-8.59%)"
18,71,"₩37,454,118",3645.41%,360,"2014: ₩1,152,660 (15.27%); 2015: ₩1,128,599 (-2.09%); 2016: ₩1,293,422 (14.60%); 2017: ₩13,664,297 (956.45%); 2018: ₩6,980,239 (-48.92%); 2019: ₩10,667,380 (52.82%); 2020: ₩16,091,029 (50.84%); 2021: ₩30,185,659 (87.59%); 2022: ₩14,039,191 (-53.49%); 2023: ₩23,838,077 (69.80%); 2024: ₩40,938,455 (71.74%); 2025: ₩37,454,118 (-8.51%)"
18,72,"₩34,528,270",3352.83%,358,"2014: ₩1,142,778 (14.28%); 2015: ₩1,172,934 (2.64%); 2016: ₩1,338,153 (14.09%); 2017: ₩13,793,730 (930.80%); 2018: ₩7,155,314 (-48.13%); 2019: ₩10,592,399 (48.04%); 2020: ₩14,647,431 (38.28%); 2021: ₩26,456,650 (80.62%); 2022: ₩12,907,404 (-51.21%); 2023: ₩22,415,669 (73.67%); 2024: ₩37,740,417 (68.37%); 2025: ₩34,528,270 (-8.51%)"
18,73,"₩48,032,532",4703.25%,352,"2014: ₩1,121,894 (12.19%); 2015: ₩1,146,857 (2.23%); 2016: ₩1,324,477 (15.49%); 2017: ₩16,111,325 (1116.43%); 2018: ₩10,189,998 (-36.75%); 2019: ₩15,239,087 (49.55%); 2020: ₩21,164,029 (38.88%); 2021: ₩37,563,618 (77.49%); 2022: ₩18,294,008 (-51.30%); 2023: ₩31,303,684 (71.11%); 2024: ₩52,500,974 (67.72%); 2025: ₩48,032,532 (-8.51%)"
18,74,"₩26,741,175",2574.12%,348,"2014: ₩1,121,894 (12.19%); 2015: ₩1,132,590 (0.95%); 2016: ₩1,313,807 (16.00%); 2017: ₩9,034,441 (587.65%); 2018: ₩7,165,542 (-20.69%); 2019: ₩12,194,802 (70.19%); 2020: ₩17,005,495 (39.45%); 2021: ₩28,310,927 (66.48%); 2022: ₩13,758,652 (-51.40%); 2023: ₩17,312,406 (25.83%); 2024: ₩30,263,894 (74.81%); 2025: ₩26,741,175 (-11.64%)"
18,75,"₩31,706,710",3070.67%,346,"2014: ₩1,062,729 (6.27%); 2015: ₩1,072,911 (0.96%); 2016: ₩1,248,885 (16.40%); 2017: ₩8,550,389 (584.64%); 2018: ₩8,735,834 (2.17%); 2019: ₩14,968,690 (71.35%); 2020: ₩21,190,901 (41.57%); 2021: ₩35,495,090 (67.50%); 2022: ₩16,748,127 (-52.82%); 2023: ₩21,124,401 (26.13%); 2024: ₩35,853,002 (69.72%); 2025: ₩31,706,710 (-11.56%)"
18,76,"₩30,498,021",2949.80%,344,"2014: ₩1,074,537 (7.45%); 2015: ₩1,072,793 (-0.16%); 2016: ₩1,266,894 (18.09%); 2017: ₩9,529,973 (652.23%); 2018: ₩8,003,575 (-16.02%); 2019: ₩13,221,396 (65.19%); 2020: ₩18,696,009 (41.41%); 2021: ₩33,660,409 (80.04%); 2022: ₩16,495,373 (-50.99%); 2023: ₩20,802,756 (26.11%); 2024: ₩34,493,084 (65.81%); 2025: ₩30,498,021 (-11.58%)"
18,77,"₩36,011,950",3501.19%,348,"2014: ₩1,081,522 (8.15%); 2015: ₩1,063,854 (-1.63%); 2016: ₩1,209,524 (13.69%); 2017: ₩8,846,659 (631.42%); 2018: ₩8,045,373 (-9.06%); 2019: ₩15,533,232 (93.07%); 2020: ₩21,760,333 (40.09%); 2021: ₩39,896,847 (83.35%); 2022: ₩19,468,363 (-51.20%); 2023: ₩24,154,418 (24.07%); 2024: ₩40,646,848 (68.28%); 2025: ₩36,011,950 (-11.40%)"
18,78,"₩36,663,990",3566.40%,340,"2014: ₩1,079,920 (7.99%); 2015: ₩1,016,738 (-5.85%); 2016: ₩1,211,359 (19.14%); 2017: ₩8,985,303 (641.75%); 2018: ₩8,160,944 (-9.17%); 2019: ₩16,219,723 (98.75%); 2020: ₩23,074,168 (42.26%); 2021: ₩43,313,841 (87.72%); 2022: ₩20,358,208 (-53.00%); 2023: ₩25,063,556 (23.11%); 2024: ₩41,715,368 (66.44%); 2025: ₩36,663,990 (-12.11%)"
18,79,"₩40,033,929",3903.39%,338,"2014: ₩1,077,021 (7.70%); 2015: ₩995,539 (-7.57%); 2016: ₩1,086,023 (9.09%); 2017: ₩8,166,405 (651.95%); 2018: ₩8,767,767 (7.36%); 2019: ₩18,066,677 (106.06%); 2020: ₩24,855,623 (37.58%); 2021: ₩46,716,746 (87.95%); 2022: ₩22,714,578 (-51.38%); 2023: ₩27,842,720 (22.58%); 2024: ₩45,584,809 (63.72%); 2025: ₩40,033,929 (-12.18%)"
19,20,"₩4,020",-99.60%,1408,"2014: ₩200,299 (-79.97%); 2015: ₩146,720 (-26.75%); 2016: ₩71,154 (-51.50%); 2017: ₩428,386 (502.06%); 2018: ₩84,649 (-80.24%); 2019: ₩88,506 (4.56%); 2020: ₩82,531 (-6.75%); 2021: ₩113,332 (37.32%); 2022: ₩17,713 (-84.37%); 2023: ₩7,549 (-57.38%); 2024: ₩4,814 (-36.23%); 2025: ₩4,020 (-16.48%)"
19,21,"₩9,108",-99.09%,1270,"2014: ₩262,764 (-73.72%); 2015: ₩210,428 (-19.92%); 2016: ₩116,239 (-44.76%); 2017: ₩495,971 (326.68%); 2018: ₩154,563 (-68.84%); 2019: ₩130,657 (-15.47%); 2020: ₩137,544 (5.27%); 2021: ₩231,171 (68.07%); 2022: ₩35,192 (-84.78%); 2023: ₩15,410 (-56.21%); 2024: ₩10,065 (-34.69%); 2025: ₩9,108 (-9.50%)"
19,22,"₩69,594",-93.04%,1180,"2014: ₩358,083 (-64.19%); 2015: ₩357,125 (-0.27%); 2016: ₩270,021 (-24.39%); 2017: ₩1,099,708 (307.27%); 2018: ₩312,355 (-71.60%); 2019: ₩382,965 (22.61%); 2020: ₩479,013 (25.08%); 2021: ₩1,020,022 (112.94%); 2022: ₩188,456 (-81.52%); 2023: ₩105,487 (-44.03%); 2024: ₩75,661 (-28.28%); 2025: ₩69,594 (-8.02%)"
19,23,"₩54,240",-94.58%,1108,"2014: ₩316,212 (-68.38%); 2015: ₩328,040 (3.74%); 2016: ₩229,662 (-29.99%); 2017: ₩676,673 (194.64%); 2018: ₩141,759 (-79.05%); 2019: ₩182,198 (28.53%); 2020: ₩183,964 (0.97%); 2021: ₩393,552 (113.93%); 2022: ₩95,851 (-75.64%); 2023: ₩76,939 (-19.73%); 2024: ₩59,491 (-22.68%); 2025: ₩54,240 (-8.83%)"
19,24,"₩117,418",-88.26%,1046,"2014: ₩310,497 (-68.95%); 2015: ₩343,120 (10.51%); 2016: ₩257,339 (-25.00%); 2017: ₩1,058,459 (311.31%); 2018: ₩293,598 (-72.26%); 2019: ₩381,797 (30.04%); 2020: ₩421,145 (10.31%); 2021: ₩759,397 (80.32%); 2022: ₩183,219 (-75.87%); 2023: ₩172,976 (-5.59%); 2024: ₩128,663 (-25.62%); 2025: ₩117,418 (-8.74%)"
19,25,"₩200,088",-79.99%,1006,"2014: ₩374,367 (-62.56%); 2015: ₩405,098 (8.21%); 2016: ₩327,640 (-19.12%); 2017: ₩1,964,018 (499.44%); 2018: ₩596,461 (-69.63%); 2019: ₩775,002 (29.93%); 2020: ₩966,573 (24.72%); 2021: ₩1,723,800 (78.34%); 2022: ₩378,449 (-78.05%); 2023: ₩292,651 (-22.67%); 2024: ₩221,401 (-24.35%); 2025: ₩200,088 (-9.63%)"
19,26,"₩317,039",-68.30%,964,"2014: ₩387,879 (-61.21%); 2015: ₩454,275 (17.12%); 2016: ₩357,012 (-21.41%); 2017: ₩3,203,514 (797.31%); 2018: ₩844,855 (-73.63%); 2019: ₩1,120,141 (32.58%); 2020: ₩1,353,809 (20.86%); 2021: ₩2,196,190 (62.22%); 2022: ₩516,159 (-76.50%); 2023: ₩404,156 (-21.70%); 2024: ₩350,810 (-13.20%); 2025: ₩317,039 (-9.63%)"
19,27,"₩1,170,787",17.08%,898,"2014: ₩442,725 (-55.73%); 2015: ₩504,441 (13.94%); 2016: ₩403,021 (-20.11%); 2017: ₩4,265,763 (958.45%); 2018: ₩1,962,543 (-53.99%); 2019: ₩2,735,826 (39.40%); 2020: ₩3,311,566 (21.04%); 2021: ₩5,545,936 (67.47%); 2022: ₩1,611,337 (-70.95%); 2023: ₩1,305,492 (-18.98%); 2024: ₩1,313,198 (0.59%); 2025: ₩1,170,787 (-10.84%)"
19,28,"₩2,326,865",132.69%,850,"2014: ₩443,108 (-55.69%); 2015: ₩514,686 (16.15%); 2016: ₩405,590 (-21.20%); 2017: ₩5,315,767 (1210.62%); 2018: ₩2,271,299 (-57.27%); 2019: ₩3,217,852 (41.67%); 2020: ₩4,144,933 (28.81%); 2021: ₩7,909,141 (90.81%); 2022: ₩2,910,975 (-63.19%); 2023: ₩2,326,837 (-20.07%); 2024: ₩2,625,780 (12.85%); 2025: ₩2,326,865 (-11.38%)"
19,29,"₩5,282,511",428.25%,816,"2014: ₩347,250 (-65.27%); 2015: ₩389,829 (12.26%); 2016: ₩362,161 (-7.10%); 2017: ₩5,687,056 (1470.31%); 2018: ₩3,913,955 (-31.18%); 2019: ₩5,521,841 (41.08%); 2020: ₩7,244,712 (31.20%); 2021: ₩14,022,913 (93.56%); 2022: ₩5,297,558 (-62.22%); 2023: ₩5,586,869 (5.46%); 2024: ₩6,011,332 (7.60%); 2025: ₩5,282,511 (-12.12%)"
19,30,"₩4,154,101",315.41%,794,"2014: ₩443,138 (-55.69%); 2015: ₩467,951 (5.60%); 2016: ₩395,200 (-15.55%); 2017: ₩5,923,949 (1398.98%); 2018: ₩6,159,345 (3.97%); 2019: ₩6,682,860 (8.50%); 2020: ₩9,165,877 (37.16%); 2021: ₩12,167,520 (32.75%); 2022: ₩3,915,533 (-67.82%); 2023: ₩4,505,551 (15.07%); 2024: ₩4,727,153 (4.92%); 2025: ₩4,154,101 (-12.12%)"
19,31,"₩2,419,023",141.90%,762,"2014: ₩373,317 (-62.67%); 2015: ₩436,113 (16.82%); 2016: ₩393,199 (-9.84%); 2017: ₩6,026,373 (1432.65%); 2018: ₩3,801,043 (-36.93%); 2019: ₩4,238,769 (11.52%); 2020: ₩5,808,607 (37.04%); 2021: ₩7,362,536 (26.75%); 2022: ₩2,637,117 (-64.18%); 2023: ₩2,932,341 (11.19%); 2024: ₩2,761,215 (-5.84%); 2025: ₩2,419,023 (-12.39%)"
19,32,"₩5,090,836",409.08%,726,"2014: ₩403,700 (-59.63%); 2015: ₩479,779 (18.85%); 2016: ₩485,986 (1.29%); 2017: ₩7,110,017 (1363.01%); 2018: ₩4,186,960 (-41.11%); 2019: ₩3,826,881 (-8.60%); 2020: ₩4,985,329 (30.27%); 2021: ₩13,091,574 (162.60%); 2022: ₩4,882,466 (-62.71%); 2023: ₩6,496,756 (33.06%); 2024: ₩6,092,130 (-6.23%); 2025: ₩5,090,836 (-16.44%)"
19,33,"₩4,926,267",392.63%,688,"2014: ₩414,313 (-58.57%); 2015: ₩485,471 (17.17%); 2016: ₩486,365 (0.18%); 2017: ₩5,318,277 (993.48%); 2018: ₩2,916,423 (-45.16%); 2019: ₩3,302,832 (13.25%); 2020: ₩4,692,584 (42.08%); 2021: ₩12,306,512 (162.25%); 2022: ₩4,330,701 (-64.81%); 2023: ₩5,283,727 (22.01%); 2024: ₩5,422,411 (2.62%); 2025: ₩4,926,267 (-9.15%)"
19,34,"₩6,243,026",524.30%,668,"2014: ₩413,750 (-58.63%); 2015: ₩540,348 (30.60%); 2016: ₩546,080 (1.06%); 2017: ₩6,992,648 (1180.52%); 2018: ₩3,804,285 (-45.60%); 2019: ₩4,337,456 (14.02%); 2020: ₩6,104,204 (40.73%); 2021: ₩13,906,269 (127.81%); 2022: ₩5,384,137 (-61.28%); 2023: ₩6,273,048 (16.51%); 2024: ₩6,781,018 (8.10%); 2025: ₩6,243,026 (-7.93%)"
19,35,"₩9,714,316",871.43%,660,"2014: ₩616,411 (-38.36%); 2015: ₩803,632 (30.37%); 2016: ₩807,040 (0.42%); 2017: ₩13,142,176 (1528.44%); 2018: ₩6,405,683 (-51.26%); 2019: ₩6,740,846 (5.23%); 2020: ₩9,579,979 (42.12%); 2021: ₩22,407,483 (133.90%); 2022: ₩8,391,988 (-62.55%); 2023: ₩9,917,191 (18.17%); 2024: ₩10,558,192 (6.46%); 2025: ₩9,714,316 (-7.99%)"
19,36,"₩7,990,984",699.10%,656,"2014: ₩638,231 (-36.18%); 2015: ₩807,516 (26.52%); 2016: ₩882,814 (9.32%); 2017: ₩14,029,330 (1489.16%); 2018: ₩4,779,982 (-65.93%); 2019: ₩5,538,021 (15.86%); 2020: ₩8,050,687 (45.37%); 2021: ₩19,023,073 (136.29%); 2022: ₩7,132,842 (-62.50%); 2023: ₩8,193,841 (14.87%); 2024: ₩8,708,087 (6.28%); 2025: ₩7,990,984 (-8.23%)"
19,37,"₩8,878,296",787.83%,644,"2014: ₩662,579 (-33.74%); 2015: ₩864,396 (30.46%); 2016: ₩981,110 (13.50%); 2017: ₩11,688,821 (1091.39%); 2018: ₩4,633,041 (-60.36%); 2019: ₩5,565,055 (20.12%); 2020: ₩8,275,783 (48.71%); 2021: ₩19,599,931 (136.83%); 2022: ₩7,236,342 (-63.08%); 2023: ₩8,344,626 (15.32%); 2024: ₩9,691,479 (16.14%); 2025: ₩8,878,296 (-8.39%)"
19,38,"₩12,877,515",1187.75%,638,"2014: ₩568,629 (-43.14%); 2015: ₩713,604 (25.50%); 2016: ₩855,830 (19.93%); 2017: ₩11,330,895 (1223.97%); 2018: ₩6,645,112 (-41.35%); 2019: ₩7,704,128 (15.94%); 2020: ₩12,254,651 (59.07%); 2021: ₩19,145,426 (56.23%); 2022: ₩6,872,765 (-64.10%); 2023: ₩10,721,682 (56.00%); 2024: ₩14,264,069 (33.04%); 2025: ₩12,877,515 (-9.72%)"
